title,content_rating,budget,gross,imdb_score,num_critic_for_reviews,num_voted_users,num_user_for_reviews,movie_facebook_likes,cast_total_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,director_facebook_likes,genre,actors,year,runtime_minutes,votes,metascore
The Perks of Being a Wallflower,PG-13,13000000.0,17738570.0,8.0,364.0,351274,457.0,131000,13631,8000.0,3000.0,850.0,139.0,"Drama,Romance","Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd",2012,102,377336,67.0
Step Up,PG-13,12000000.0,65269010.0,6.5,107.0,90938,271.0,0,21380,17000.0,2000.0,920.0,98.0,"Crime,Drama,Music","Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",2006,104,95960,48.0
Project X,R,12000000.0,54724272.0,6.7,229.0,157051,261.0,29000,2043,971.0,329.0,281.0,166.0,Comedy,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",2012,88,164088,48.0
The Fault in Our Stars,PG-13,12000000.0,124868837.0,7.8,326.0,249688,548.0,93000,10565,8000.0,1000.0,733.0,131.0,"Drama,Romance","Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",2014,126,271301,69.0
Paper Towns,PG-13,12000000.0,31990064.0,6.4,191.0,63390,160.0,0,2753,733.0,558.0,376.0,14.0,"Drama,Mystery,Romance","Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",2015,109,72515,56.0
About Time,R,12000000.0,15294553.0,7.8,274.0,202341,391.0,105000,1595,565.0,555.0,171.0,628.0,"Comedy,Drama,Fantasy","Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson",2013,123,221600,55.0
Dirty Grandpa,R,11500000.0,35537564.0,6.0,158.0,49671,166.0,11000,24063,22000.0,851.0,411.0,11.0,Comedy,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",2016,102,75137,18.0
The Fighter,R,25000000.0,93571803.0,7.9,410.0,275869,389.0,36000,23811,23000.0,238.0,141.0,737.0,"Action,Biography,Drama","Mark Wahlberg, Christian Bale, Amy Adams,Melissa Leo",2010,116,290056,79.0
If I Stay,PG-13,11000000.0,50461335.0,6.8,141.0,83893,132.0,15000,20466,17000.0,1000.0,602.0,15.0,"Drama,Fantasy,Music","Chloë Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard",2014,107,92170,46.0
Brooklyn,PG-13,11000000.0,38317535.0,7.5,351.0,73249,212.0,36000,995,838.0,55.0,54.0,34.0,"Drama,Romance","Saoirse Ronan, Emory Cohen, Domhnall Gleeson,Jim Broadbent",2015,117,94977,87.0
Woman in Gold,PG-13,11000000.0,33305037.0,7.3,203.0,33856,147.0,34000,17866,16000.0,638.0,553.0,64.0,"Biography,Drama,History","Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",2015,109,39723,51.0
The Boy,PG-13,10000000.0,35794166.0,6.0,159.0,35654,155.0,20000,4687,4000.0,334.0,130.0,19.0,"Horror,Mystery,Thriller","Lauren Cohan, Rupert Evans, James Russell, Jim Norton",2016,97,51235,42.0
The Gift,R,5000000.0,43771291.0,7.1,297.0,79909,279.0,15000,3215,1000.0,562.0,458.0,0.0,"Mystery,Thriller","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,108,96688,77.0
The Gift,R,5000000.0,43771291.0,7.1,297.0,79916,279.0,15000,3215,1000.0,562.0,458.0,0.0,"Mystery,Thriller","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2015,108,96688,77.0
Movie 43,R,6000000.0,8828771.0,4.3,180.0,79146,352.0,25000,41059,20000.0,14000.0,3000.0,0.0,"Comedy,Romance","Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",2013,94,83625,18.0
Rescue Dawn,PG-13,10000000.0,5484375.0,7.3,198.0,84641,205.0,0,24270,23000.0,342.0,294.0,0.0,"Adventure,Biography,Drama","Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",2006,120,87887,77.0
Melancholia,R,7400000.0,3029870.0,7.1,439.0,128729,551.0,50000,15835,10000.0,4000.0,844.0,3000.0,Drama,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård",2011,135,137117,80.0
The DUFF,PG-13,8500000.0,34017854.0,6.5,132.0,51326,116.0,8000,36892,35000.0,966.0,429.0,17.0,Comedy,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",2015,101,57874,56.0
Nightcrawler,R,8500000.0,32279955.0,7.9,534.0,293304,552.0,65000,15554,15000.0,241.0,85.0,66.0,"Crime,Drama,Thriller","Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",2014,118,332476,76.0
Little Miss Sunshine,R,8000000.0,59889948.0,7.9,270.0,355810,889.0,15000,7227,7000.0,150.0,27.0,36.0,"Comedy,Drama","Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",2006,101,374044,80.0
50/50,R,8000000.0,34963967.0,7.7,327.0,270441,378.0,40000,39807,23000.0,10000.0,3000.0,129.0,"Comedy,Drama,Romance","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",2011,100,281625,72.0
That Awkward Moment,R,8000000.0,26049082.0,6.1,164.0,76791,100.0,0,1024,363.0,342.0,117.0,19.0,"Comedy,Romance","Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots",2014,94,81823,36.0
Easy A,PG-13,8000000.0,58401464.0,7.1,262.0,276746,264.0,19000,16982,15000.0,1000.0,424.0,87.0,"Comedy,Drama,Romance","Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",2010,92,294950,72.0
Begin Again,R,8000000.0,16168741.0,7.4,283.0,99430,182.0,43000,517,480.0,12.0,7.0,109.0,"Drama,Music","Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",2013,104,111875,62.0
Hostel: Part II,R,10000000.0,17544812.0,5.4,252.0,69989,384.0,0,4707,1000.0,683.0,658.0,0.0,Horror,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",2007,94,73152,46.0
The Neon Demon,R,7000000.0,1330827.0,7.0,253.0,9866,73.0,0,19879,18000.0,860.0,500.0,0.0,"Horror,Thriller","Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",2016,118,50359,51.0
Juno,PG-13,7500000.0,143492840.0,7.5,387.0,414335,881.0,10000,28817,24000.0,3000.0,973.0,655.0,"Comedy,Drama","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2007,96,432461,81.0
Juno,PG-13,7500000.0,143492840.0,7.5,387.0,414345,881.0,10000,28817,24000.0,3000.0,973.0,655.0,"Comedy,Drama","Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman",2007,96,432461,81.0
Magic Mike,R,7000000.0,113709992.0,6.1,324.0,108843,281.0,54000,46646,17000.0,15000.0,11000.0,0.0,"Comedy,Drama","Channing Tatum, Alex Pettyfer, Olivia Munn,Matthew McConaughey",2012,110,113686,72.0
Dope,R,7000000.0,17474107.0,7.3,180.0,56605,89.0,23000,1342,637.0,256.0,190.0,44.0,"Comedy,Crime,Drama","Shameik Moore, Tony Revolori, Kiersey Clemons,Kimberly Elise",2015,103,66400,72.0
We Need to Talk About Kevin,R,7000000.0,1738692.0,7.5,389.0,95529,301.0,38000,3547,3000.0,294.0,77.0,159.0,"Drama,Mystery,Thriller","Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",2011,112,104953,68.0
Incendies,R,6800000.0,6857096.0,8.2,226.0,80429,156.0,37000,343,131.0,66.0,58.0,777.0,"Drama,Mystery,War","Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",2010,131,92863,80.0
Annabelle,R,6500000.0,84263837.0,5.4,271.0,81699,291.0,45000,2323,1000.0,421.0,300.0,40.0,"Horror,Mystery,Thriller","Ward Horton, Annabelle Wallis, Alfre Woodard,Tony Amendola",2014,99,91106,37.0
Shame,NC-17,6500000.0,4000304.0,7.3,486.0,145395,375.0,23000,15230,13000.0,898.0,726.0,0.0,Drama,"Michael Fassbender, Carey Mulligan, James Badge Dale, Lucy Walters",2011,101,155010,72.0
Don Jon,R,3000000.0,24475193.0,6.6,364.0,190494,314.0,33000,44265,23000.0,19000.0,694.0,23000.0,"Comedy,Drama,Romance","Joseph Gordon-Levitt, Scarlett Johansson,Julianne Moore, Tony Danza",2013,90,199973,66.0
10 Cloverfield Lane,PG-13,15000000.0,71897215.0,7.3,411.0,126893,440.0,33000,14504,14000.0,338.0,82.0,16.0,"Drama,Horror,Mystery","John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",2016,104,192968,76.0
Lights Out,PG-13,4900000.0,56536016.0,6.9,159.0,13523,95.0,0,3344,2000.0,509.0,300.0,26.0,Horror,"Teresa Palmer, Gabriel Bateman, Maria Bello,Billy Burke",2016,81,69823,58.0
Dallas Buyers Club,R,5000000.0,27296514.0,8.0,471.0,326494,340.0,65000,17738,11000.0,3000.0,896.0,212.0,"Biography,Drama","Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",2013,117,352801,84.0
Oculus,R,5000000.0,27689474.0,6.5,336.0,85688,339.0,23000,2071,972.0,407.0,202.0,59.0,"Horror,Mystery","Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane",2013,104,92875,61.0
Spring Breakers,R,5000000.0,14123773.0,5.3,444.0,108683,561.0,25000,12306,11000.0,892.0,192.0,520.0,Drama,"Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine",2012,94,114290,63.0
No Escape,R,5000000.0,27285953.0,6.8,203.0,48675,214.0,16000,259,155.0,78.0,13.0,66.0,"Action,Thriller","Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak",2015,103,57921,38.0
Moon,R,5000000.0,5009677.0,7.9,415.0,260607,485.0,47000,19404,18000.0,572.0,372.0,0.0,"Drama,Mystery,Sci-Fi","Sam Rockwell, Kevin Spacey, Dominique McElligott,Rosie Shaw",2009,97,277123,67.0
Green Room,R,5000000.0,3219029.0,7.1,322.0,28845,125.0,10000,1836,727.0,442.0,233.0,57.0,"Crime,Horror,Thriller","Anton Yelchin, Imogen Poots, Alia Shawkat,Patrick Stewart",2015,95,62885,79.0
The Visit,PG-13,5000000.0,65069140.0,6.2,371.0,65299,455.0,27000,1010,432.0,309.0,99.0,0.0,"Comedy,Horror,Thriller","Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",2015,94,81429,55.0
The Boy Next Door,R,4000000.0,35385560.0,4.6,149.0,27198,131.0,8000,4807,3000.0,465.0,326.0,357.0,"Mystery,Thriller","Jennifer Lopez, Ryan Guzman, Kristin Chenoweth, John Corbett",2015,91,30180,30.0
Boyhood,R,4000000.0,25359200.0,8.0,548.0,266020,836.0,92000,673,230.0,193.0,127.0,0.0,Drama,"Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith",2014,165,286722,100.0
Trust,R,9500000.0,58214.0,7.0,109.0,34224,137.0,10000,916,617.0,163.0,67.0,0.0,"Crime,Drama,Thriller","Clive Owen, Catherine Keener, Liana Liberato,Jason Clarke",2010,106,36043,60.0
Stake Land,R,650000.0,18469.0,6.5,215.0,34263,141.0,0,1038,530.0,238.0,65.0,53.0,"Drama,Horror,Sci-Fi","Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones",2010,98,36091,66.0
Whiplash,R,3300000.0,13092000.0,8.5,535.0,399138,731.0,129000,26495,24000.0,970.0,535.0,141.0,"Drama,Music","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser",2014,107,477276,88.0
The Purge,R,3000000.0,64423650.0,5.7,361.0,139329,578.0,31000,3708,942.0,810.0,535.0,65.0,"Horror,Sci-Fi,Thriller","Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane",2013,85,154588,41.0
Sinister,R,3000000.0,48056940.0,6.8,411.0,155153,524.0,58000,2239,1000.0,419.0,412.0,301.0,"Horror,Mystery","Ethan Hawke, Juliet Rylance, James Ransone,Fred Dalton Thompson",2012,110,171169,53.0
Tusk,R,3000000.0,1821983.0,5.4,254.0,31089,261.0,20000,43810,40000.0,3000.0,387.0,0.0,"Comedy,Drama,Horror","Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez",2014,102,34546,55.0
The Spectacular Now,R,2500000.0,6851969.0,7.1,220.0,105591,178.0,10000,10040,8000.0,1000.0,478.0,53.0,"Comedy,Drama,Romance","Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",2013,95,115751,82.0
Super,R,2500000.0,322157.0,6.8,238.0,61787,203.0,19000,4590,2000.0,973.0,370.0,571.0,"Comedy,Drama","Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",2010,96,64535,50.0
It Follows,R,2000000.0,14673301.0,6.9,533.0,112899,631.0,45000,1062,314.0,189.0,159.0,421.0,"Horror,Mystery","Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe",2014,100,136399,83.0
The Lives of Others,R,2000000.0,11284657.0,8.5,215.0,259379,407.0,39000,927,380.0,284.0,155.0,207.0,"Drama,Thriller","Ulrich Mühe, Martina Gedeck,Sebastian Koch, Ulrich Tukur",2006,137,278103,89.0
We Are Your Friends,R,2000000.0,3590010.0,6.1,158.0,20885,60.0,0,3013,804.0,625.0,328.0,31.0,"Drama,Music,Romance","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",2015,96,25903,46.0
I Spit on Your Grave,R,2000000.0,92401.0,6.3,225.0,56402,209.0,17000,2423,635.0,445.0,374.0,68.0,"Crime,Horror,Thriller","Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",2010,108,60133,27.0
Insidious,PG-13,1500000.0,53991137.0,6.8,445.0,202800,752.0,60000,3030,852.0,618.0,588.0,0.0,"Horror,Mystery,Thriller","Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2010,103,219916,52.0
Unfriended,R,1000000.0,31537320.0,5.7,270.0,44329,309.0,13000,1565,707.0,305.0,142.0,6.0,"Drama,Horror,Mystery","Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig",2014,83,50402,59.0
Blue Valentine,R,3500000.0,9701559.0,7.4,377.0,141425,283.0,25000,35941,33000.0,2000.0,616.0,310.0,"Drama,Romance","Ryan Gosling, Michelle Williams, John Doman,Faith Wladyka",2010,112,151409,81.0
The Green Inferno,R,6000000.0,7186670.0,5.4,285.0,21468,164.0,12000,2082,640.0,550.0,389.0,0.0,"Adventure,Horror","Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",2013,100,26461,38.0
